"","score","text"
"791",0,"the"
"792",0,"just basic"
"793",0,"omg just looking makes gay marry abortions"
"794",0,"psl thanks"
"795",0,"tis season"
"796",1,"snow storm coming tomorrow enjoying storm comes"
"797",0,"meet finish race"
"798",0,"home chilling catching sipping"
"799",1,"its favorite time"
"800",1,"thank tsaprecheck without louisiana coming"
"801",0,"and begins"
"802",0,"even konerko"
"803",0,"currently sat cake hows weekend guys"
"804",2,"fav basket take look amazing items"
"805",0,"there limits special customization reach customer satisfy"
"806",-2,"when abused kids outrage"
"807",0,"will ever stop triggered offended literally"
"808",-1,"biggest design count fucking blessings"
"809",1,"mantra break gracefully speaking innovation marc farrell"
"810",1,"check bearista rudolph plush bear mwmt via"
"811",0,"normally guy"
"812",0,"idea complacency allowed keep trends changes marc farrell"
"813",0,"ive seen misspelling name truly special"
"814",0,"optimize usage retail space foot traffic flow makes sense"
"815",0,"saving ember mug"
"816",0,"season"
"817",0,"season new york new"
"818",0,"find opportunity store programs website"
"819",-1,"biggest design count fucking blessings"
"820",0,"mmm mmm"
"821",0,"course"
"822",0,"understand fundamental cycle customer marc farrell"
"823",0,"water bottle remind stay hydrated apps phone orde"
"824",2,"headed home exciting incredibly week"
"825",1,"heading take free magazine digital"
"826",0,"think serve consumers future"
"827",0,"continue raise bar keep pushing envelope marc farrell"
"828",2,"wonderful wonderful time"
"829",0,"vets day"
"830",0,""
"831",0,"continue evolutionary pod digital thinking physical space"
"832",0,"sense community collective building brand"
"833",1,"ceo options fast growing categories full story"
"834",0,"pick"
"835",0,"bringing local community life brand marc farrell"
"836",0,"come perspective void fill customers daily life"
"837",0,"will ever stop triggered offended literally"
"838",-1,"once wrong drink seriously can pay attention"
"839",1,"good morning"
"840",0,"game"
"841",-1,"received yellow card inspector failed audit infractions"
"842",0,"morning hmm"
"843",0,"brought"
"844",0,"jeez holidays unless called bitching"
"845",-2,"when abused kids outrage"
"846",0,"kickstarting shortly fireside chat marc come join"
"847",1,"marshall fields give lady this ensure smooth drinking"
"848",0,"winter calls"
"849",1,"enter win mug holiday blend can"
"850",0,"wife morning you dressed nope you changing nope still yup"
"851",1,"thrilling romance that"
"852",1,"thrilling romance that"
"853",0,"people starbhakts"
"854",0,"blink grown"
"855",-1,"this time france maybe windy texas weather blow paris"
"856",-2,"people are fucking morons"
"857",0,"girl"
"858",0,"witches haunted"
"859",0,"first red season holiday season windy saturday"
"860",0,"pre breakfast"
"861",0,"next panel starting soon fireside chat imagining retail marc farrell"
"862",0,"this tried"
"863",0,"psa holiday season"
"864",0,"dream true that meet anytime"
"865",0,"subliminal message folks"
"866",-1,"girl lost town"
"867",1,"about time sells mocha price mcdonald lol still worth"
"868",0,"hey corrected spelling canada"
"869",0,""
"870",0,"ill"
"871",-2,"peppermint espresso taste cold chilly morning now time wrap christmas gifts"
"872",0,"syns mouthful tall skinny cappuccino sugar free caramel syrup"
"873",0,"saturday faves"
"874",2,"make nice warm everyone pick morning"
"875",0,""
"876",0,"cups togo earrings miniature food jewelry inedible via"
"877",0,"don forget wed thanksgiving old orchard"
"878",0,"bit late late daughters friday falcons wear"
"879",0,"true story coyote cafe"
"880",0,"christmas blend finally arrived"
"881",-1,"fox news has homophobic new conspiracy theory this holiday season"
"882",0,"don forget wed thanksgiving old orchard"
"883",0,"this saturday wanna kms"
"884",-1,"this save tired"
"885",2,"editing video wife brings well great"
"886",1,"shades grey family friendly version"
"887",0,"babyyyyyy"
"888",1,"popular ranked caffeine courtesy"
"889",1,"well looks protected account here goes"
"890",0,"plan business successfu"
"891",1,"well looks protected account here goes ttm tax rate"
"892",0,"tis season"
"893",1,"put version frapphead shirt wearing pleasure"
"894",0,"after little diy please"
"895",0,"saturday"
"896",1,"tag favorite drink"
"897",0,"people starbhakts"
"898",1,"tag favorite drink"
"899",1,"tag favorite drink"
"900",1,"tag favorite drink"
"901",-1,"legit vip simple mistake person front"
"902",1,"justifiy exponentially jacking hot chocolate price seasonally only peppermint added"
"903",2,"grant privilege finally christmas cheer starts and advent"
"904",0,"don forget wed thanksgiving old orchard star"
"905",0,"mean check how make gift basket htt"
"906",1,"awesome morning spent"
"907",0,"people starbhakts"
"908",1,"rainy saturdays call yummy peppermint mochas cozy day inside daughter feeling unde"
"909",0,"trenta strawberry refresher lemonade daily routine"
"910",-1,"attention wrong again holidays"
"911",2,"fav basket take look amazing items"
"912",0,"mean check how make gift basket htt"
"913",1,"rain day weekend car pride auto spa raining outside spend majority"
"914",0,"went grab necessities lady stopped directions"
"915",0,"thought had avoided then this happened"
"916",0,"saturday buzz main central station come drink"
"917",1,"happy waldo finally found"
"918",2,"good morning enjoy day time"
"919",2,"fav basket take look amazing items"
"920",2,"good morning bout warm holiday brew"
"921",1,"late dishwasher microwave safe"
"922",1,"current situation decided share cake pigeons also happy misspelled name"
"923",0,"tis season"
"924",-1,"received yellow card inspector failed audit infractions"
"925",1,"can thank extra"
"926",0,"word looking"
"927",0,"risk safe dream practical howard schultz"
"928",0,"tis season"
"929",0,"cold morning hot apple cider doesn"
"930",1,"nothing winter warm carrot cake cream cheese dip"
"931",0,"hoarded planners any suggestio"
"932",1,"found favorite drink"
"933",0,"time bought bring office yeappi"
"934",0,"mornings contemplation"
"935",1,"after days seating fav cocoa cappuccino reading book thanks life"
"936",1,"thank"
"937",0,"let start day"
"938",2,"fav basket take look amazing items"
"939",0,"check las vegas strip collection cup mug mnib via"
"940",0,"copenhagen"
"941",0,"the saturdays start"
"942",0,"chillin night smelly winter festive cdc"
"943",0,"brews row speculates couple holding hands its"
"944",1,"ive pre birthday gift free choice biggest extra"
"945",0,"someone now shoot"
"946",0,"saturday buzz main central station come drink"
"947",1,"yessssss fave"
"948",0,"holidays"
"949",1,"best joseph mean steph"
"950",1,"awesome morning spent"
"951",-1,"ffs conservatives attack holiday cup gay agenda"
"952",0,"introduce plant based milks rice coconut"
"953",-1,"pushing gay agenda outrage"
"954",0,"some fuel"
"955",0,"size microwave"
"956",1,"check bearista rudolph plush bear mwmt via"
"957",0,""
"958",0,"strategy execution"
"959",0,"saturday morning"
"960",0,"raspberry white choco frappuccino"
"961",0,"people starbhakts"
"962",0,"tennis chocolate london"
"963",0,"people starbhakts"
"964",1,"excited planner"
"965",-1,"happy weekend guys funny day waiting week called week end anyway"
"966",0,"idk holding wakes lol"
"967",-1,"love how every year uses cup piss off conservative idiots and yet the ones who need get over"
"968",0,"people starbhakts"
"969",0,"early christmas netherlands thanks"
"970",1,"craving satisfied green tea cream"
"971",0,"pumpkin spice latte"
"972",2,"fav basket take look amazing items"
"973",0,"dog two tone mug shop"
"974",1,"omg rose gold gone viral instagram"
"975",0,"saved caffeine withdrawals"
"976",-1,"pushing gay agenda outrage"
"977",0,"sugar caffeine overload"
"978",2,"throwback moments the smile portray excitement"
"979",0,"risk safe dream practical howard schultz"
"980",2,"fav basket take look amazing items"
"981",1,"don gay apparel have merry little make"
"982",-1,"lost nines line after drove buy"
"983",0,"november kanazawa snowy tomorrow hinako"
"984",1,"morning campers starting weekend correct calories"
"985",0,"_sa brooklyn mall pretoria"
"986",0,"damn love fall asleep favorite"
"987",0,"what seasonal drink have try going morning"
"988",0,"get months automatically"
"989",1,"flow praise hospital"
"990",0,"relax time class"
"991",0,"risk safe dream practical howard schultz"
"992",0,"raining watch full"
"993",0,"saturday morning"
"994",0,"blessed coach gus thanks communit"
"995",0,"imported_fun risk safe dream practical howard schultz"
"996",0,"risk safe dream practical howard schultz"
"997",0,"officially outnumber its for the third year row"
"998",1,"looking suggestions lesbian couples grace themed"
"999",0,"yesterday episodes revalued meaning hipster"
"1000",1,"gingerbread latte apparently means festive season"
"1001",0,"believe"
"1002",0,"belated birthday treat free gift notebook moleskin woohoo"
"1003",0,"nov days christmas"
"1004",-1,"first republicans keurig now due imaginary"
"1005",-1,"nov copyright infringement intended"
"1006",0,"finding supposed sort where waldo game what missing"
"1007",0,"life begins"
"1008",1,"refreshing daayen"
"1009",-1,"cmoooonnn winterrrr waiting"
"1010",0,"officially outnumber its for the third year row"
"1011",0,"with anaheim"
"1012",0,"having time people covering pin thanks"
"1013",0,"fudge hot chocolate"
"1014",2,"fav basket take look amazing items"
"1015",0,"that birthday special she"
"1016",0,"iced guatemala antigua"
"1017",0,"another please"
"1018",0,"christmas beverage planner seriously sooner"
"1019",2,"fav basket take look amazing items"
"1020",0,"today day today bank holiday"
"1021",-1,"conservatives attack holiday cup gay agenda holy crap cracker not"
"1022",1,"enter win mug holiday blend can"
"1023",1,"donut drink cozy blue sleeve"
"1024",-1,"fucking"
"1025",1,"check cup mug white festive holiday cocoa poinsettia via"
"1026",0,"home jour his hers"
"1027",0,"relax time class"
"1028",-1,"thanks christmas makes happy thanks cheap cheap"
"1029",2,"just girl enjoys writing short stories creating adult graphic novels avid"
"1030",0,"why entrepreneurs obsessed shops particularly"
"1031",-1,"increase base price indulge profiteering following rate cuts"
"1032",0,"butt hurts seat pretty pins needles happen"
"1033",-1,"mother cold"
"1034",1,"stickers win hahaha"
"1035",1,"good day reading time"
"1036",-1,"pushing gay agenda outrage"
"1037",0,"warns holiday cups promote gay agenda via"
"1038",0,"warns holiday cups promote gay agenda via"
"1039",0,"wish bring drink extra shot wake game"
"1040",-2,"conservatives whining moaning hilariously hypocritical"
"1041",0,"this normal line drive"
"1042",-1,"reported abt cruel industry"
"1043",1,"christians merry christmas care beliefs also christians you"
"1044",2,"fav basket take look amazing items"
"1045",0,"jeez holidays unless called bitching"
"1046",0,"back vaca"
"1047",0,"sandwiches bound waikiki"
"1048",0,"size microwave"
"1049",1,"thank little girls birthday"
"1050",0,"jeez holidays unless called bitching"
"1051",0,"kandy karats"
"1052",0,"jeez holidays unless called bitching"
"1053",0,"dog human cause cuteness definitely bigger story bunch whiny christians"
"1054",0,"jeez holidays unless called bitching"
"1055",0,"mean check how make gift basket htt"
"1056",0,"jeez holidays unless called bitching"
"1057",0,"jeez holidays unless called bitching"
"1058",0,"jeez holidays unless called bitching"
"1059",0,"some people life"
"1060",-1,"people complaining starbuck promoting hidden gay agenda hidden"
"1061",0,"bears vintage"
"1062",0,"missing texas"
"1063",0,"oooo close first eggnog latte season"
"1064",-1,"boycott"
"1065",0,"aes thanks latte paraprofessionals"
"1066",0,"host reflection"
"1067",1,"was looking forward listening bedheads interview jon jay rich morning"
"1068",-1,"ahh timeless american tradition conservative evangelicals getting offended the"
"1069",0,"drink awhile"
"1070",0,"before talkie shop"
"1071",0,"looks"
"1072",0,"this drink real mvp"
"1073",0,"had peppermint mocha frappuccino tonight"
"1074",0,"season"
"1075",-1,"wondering controversy some people promoting gay agenda"
"1076",0,"psl thanks"
"1077",0,"cake"
"1078",0,"understand feel spirit"
"1079",1,"japan announces round festive drinks coming soon via"
"1080",3,"thankful wonderful moms families little ones amazing feast"
